image_id,nucleus_id,area,perimeter,circularity,eccentricity,compactness,image_class
384,859,36.78,4.2702,0.2535,0.8242,0.2535,ASC-US
384,860,46.025,3.3807,0.5061,0.8216,0.5061,ASC-H
384,861,66.275,6.1858,0.2177,0.7527,0.2177,ASC-H
384,862,77.49,6.455,0.2337,0.7441,0.2337,ASC-H
384,863,36.275,4.3161,0.2447,0.4556,0.2447,ASC-H
384,864,63.19,6.8613,0.1687,0.5116,0.1687,ASC-H
384,865,84.15,5.7259,0.3225,0.4955,0.3225,ASC-H
384,866,96.755,4.3887,0.6313,0.3965,0.6313,ASC-H
384,867,97.685,4.1156,0.7247,0.9348,0.7247,ASC-H
384,868,98.01,3.96,0.7854,-1.0,0.7854,ASC-H
384,869,92.89,4.3043,0.6301,0.5757,0.6301,ASC-H
384,870,98.01,3.96,0.7854,-1.0,0.7854,ASC-H
384,871,96.425,4.7336,0.5408,0.7898,0.5408,ASC-H
384,872,97.775,4.0956,0.7325,0.8635,0.7325,ASC-H
384,873,76.415,5.6532,0.3005,0.5568,0.3005,ASC-H
384,874,57.105,5.0049,0.2865,0.838,0.2865,ASC-H
384,875,94.02,4.196,0.6711,0.9005,0.6711,ASC-H
384,876,93.8,4.4105,0.6059,0.6816,0.6059,ASC-H
384,877,97.845,3.9907,0.7721,0.9631,0.7721,ASC-H
384,878,98.0,3.9683,0.782,0.9753,0.782,ASC-H
384,879,97.655,4.019,0.7597,0.9658,0.7597,ASC-H
384,880,97.725,3.9707,0.7789,0.9816,0.7789,ASC-H
384,881,84.645,4.7461,0.4722,0.8148,0.4722,ASC-H
384,882,88.595,4.1901,0.6341,0.9173,0.6341,ASC-H
384,883,79.47,3.7374,0.7149,0.9028,0.7149,ASC-H
384,884,89.08,4.752,0.4957,0.5622,0.4957,ASC-H
384,885,96.7,4.3946,0.6292,0.8179,0.6292,ASC-H
384,886,98.0,3.9683,0.782,0.9934,0.782,ASC-H
384,887,97.475,4.0556,0.7447,0.9579,0.7447,ASC-H
384,888,92.375,5.473,0.3875,0.9688,0.3875,ASC-H
384,889,97.575,4.0307,0.7547,0.8929,0.7547,ASC-H
384,890,77.2,6.9302,0.202,0.8588,0.202,ASC-H
384,891,84.85,6.5328,0.2498,0.5306,0.2498,ASC-H
384,892,35.465,5.1132,0.1705,0.8263,0.1705,ASC-H
384,893,42.935,3.5869,0.4193,0.5063,0.4193,ASC-H
384,894,97.46,4.3063,0.6604,0.7113,0.6604,ASC-H
384,895,92.585,4.4047,0.5997,0.6667,0.5997,ASC-H
384,896,77.57,5.7976,0.29,0.9975,0.29,ASC-H
384,897,60.8,7.3484,0.1415,0.2777,0.1415,ASC-H
384,898,66.855,6.7735,0.1831,0.6994,0.1831,ASC-H
384,899,51.68,7.2036,0.1252,0.6255,0.1252,ASC-H
384,900,57.24,4.8219,0.3094,0.855,0.3094,ASC-H
384,901,49.815,5.6355,0.1971,0.7451,0.1971,ASC-H
384,902,49.815,5.6355,0.1971,0.7451,0.1971,ASC-H
384,903,37.88,2.9265,0.5558,0.7209,0.5558,ASC-H
384,904,28.645,4.3278,0.1922,0.9076,0.1922,ASC-H
384,905,33.665,5.7335,0.1287,0.7786,0.1287,ASC-H
384,906,11.205,2.3435,0.2564,0.6349,0.2564,ASC-H
384,907,41.58,5.7656,0.1572,0.8553,0.1572,ASC-H
384,908,36.57,3.7508,0.3267,0.747,0.3267,ASC-H
384,909,23.09,4.4371,0.1474,0.6907,0.1474,ASC-H
384,910,6.73,1.8251,0.2539,0.6848,0.2539,ASC-H
384,911,5.025,1.4164,0.3148,0.6135,0.3148,Negative for intraepithelial lesion
384,912,8.37,1.2774,0.6446,0.5801,0.6446,Negative for intraepithelial lesion
384,913,12.425,2.6524,0.2219,0.6175,0.2219,Negative for intraepithelial lesion
384,914,65.285,6.0535,0.2239,0.4998,0.2239,Negative for intraepithelial lesion
384,915,16.985,3.5332,0.171,0.6753,0.171,Negative for intraepithelial lesion
384,916,63.725,5.7106,0.2456,0.5264,0.2456,Negative for intraepithelial lesion
384,917,42.21,6.305,0.1334,0.6096,0.1334,Negative for intraepithelial lesion
384,918,35.59,4.5819,0.213,0.6891,0.213,Negative for intraepithelial lesion
384,919,73.48,8.2201,0.1367,0.366,0.1367,Negative for intraepithelial lesion
384,920,8.25,3.0514,0.1113,0.8914,0.1113,Negative for intraepithelial lesion
384,921,45.255,6.1783,0.149,0.5273,0.149,Negative for intraepithelial lesion
384,922,70.2,6.8524,0.1879,0.6447,0.1879,Negative for intraepithelial lesion
384,923,11.66,1.574,0.5914,0.7247,0.5914,Negative for intraepithelial lesion
384,924,23.905,3.5229,0.242,0.8127,0.242,Negative for intraepithelial lesion
384,925,34.97,5.511,0.1447,0.8287,0.1447,Negative for intraepithelial lesion
384,926,65.135,9.1483,0.0978,0.7281,0.0978,Negative for intraepithelial lesion
384,927,58.4,8.7775,0.0953,0.5759,0.0953,Negative for intraepithelial lesion
384,928,53.46,4.7288,0.3004,0.6968,0.3004,Negative for intraepithelial lesion
384,929,11.8,2.2071,0.3044,0.8884,0.3044,Negative for intraepithelial lesion
384,930,62.765,7.1686,0.1535,0.6077,0.1535,Negative for intraepithelial lesion
384,931,17.595,2.6158,0.3231,0.7608,0.3231,Negative for intraepithelial lesion
384,932,59.125,5.2975,0.2648,0.7518,0.2648,Negative for intraepithelial lesion
384,933,34.565,6.4923,0.1031,0.8755,0.1031,Negative for intraepithelial lesion
384,934,32.255,3.9718,0.2569,0.5976,0.2569,Negative for intraepithelial lesion
384,935,24.755,3.5352,0.2489,0.8991,0.2489,Negative for intraepithelial lesion
383,936,46.635,3.9587,0.374,0.4881,0.374,ASC-H
383,937,54.315,4.8292,0.2927,0.5639,0.2927,ASC-H
383,938,29.04,4.0516,0.2223,0.7146,0.2223,ASC-H
383,939,32.31,2.6059,0.5979,0.1689,0.5979,ASC-H
383,940,33.085,3.7381,0.2975,0.6803,0.2975,ASC-H
383,941,41.455,3.7375,0.3729,0.7511,0.3729,ASC-H
383,942,55.7,4.5213,0.3424,0.6257,0.3424,ASC-H
383,943,42.515,4.1478,0.3105,0.4637,0.3105,ASC-H
383,944,48.21,4.2522,0.3351,0.3302,0.3351,ASC-H
383,945,47.77,3.2217,0.5784,0.8691,0.5784,ASC-H
383,946,89.3,4.8499,0.4771,0.5897,0.4771,ASC-H
383,947,57.78,4.2831,0.3958,0.7392,0.3958,ASC-H
383,948,8.825,1.7861,0.3476,0.538,0.3476,Negative for intraepithelial lesion
383,949,7.34,1.1125,0.7452,0.7476,0.7452,Negative for intraepithelial lesion
383,950,12.025,2.2724,0.2926,0.9018,0.2926,Negative for intraepithelial lesion
383,951,8.97,1.3754,0.5959,0.6553,0.5959,Negative for intraepithelial lesion
383,952,5.49,0.9443,0.7737,0.7234,0.7737,Negative for intraepithelial lesion
383,953,11.415,1.473,0.6612,0.6688,0.6612,Negative for intraepithelial lesion
382,954,36.885,3.1615,0.4637,0.6517,0.4637,ASC-US
382,955,12.725,2.9284,0.1865,0.8735,0.1865,Negative for intraepithelial lesion
382,956,4.66,0.8594,0.7929,0.7435,0.7929,Negative for intraepithelial lesion
382,957,3.845,0.7736,0.8075,0.5359,0.8075,Negative for intraepithelial lesion
382,958,30.115,4.0175,0.2345,0.9056,0.2345,Negative for intraepithelial lesion
382,959,43.585,5.45,0.1844,0.8043,0.1844,Negative for intraepithelial lesion
382,960,6.555,1.733,0.2743,0.5555,0.2743,Negative for intraepithelial lesion
382,961,6.68,1.0408,0.7749,0.6573,0.7749,Negative for intraepithelial lesion
382,962,7.83,1.1574,0.7345,0.5982,0.7345,Negative for intraepithelial lesion
382,963,7.645,1.1433,0.735,0.4948,0.735,Negative for intraepithelial lesion
382,964,7.265,1.1915,0.643,0.856,0.643,Negative for intraepithelial lesion
382,965,6.08,0.996,0.7702,0.6272,0.7702,Negative for intraepithelial lesion
382,966,5.06,0.8643,0.8513,0.2502,0.8513,Negative for intraepithelial lesion
382,967,16.455,3.2898,0.1911,0.7948,0.1911,Negative for intraepithelial lesion
382,968,20.39,3.875,0.1706,0.8545,0.1706,Negative for intraepithelial lesion
382,969,4.395,0.8667,0.7353,0.8606,0.7353,Negative for intraepithelial lesion
382,970,5.06,0.9808,0.661,0.89,0.661,Negative for intraepithelial lesion
382,971,18.69,1.9202,0.637,0.8158,0.637,Negative for intraepithelial lesion
382,972,18.69,1.9202,0.637,0.8158,0.637,Negative for intraepithelial lesion
382,973,9.465,1.313,0.69,0.4205,0.69,Negative for intraepithelial lesion
382,974,9.115,3.0104,0.1264,0.7379,0.1264,Negative for intraepithelial lesion
381,975,18.71,3.895,0.155,0.7289,0.155,ASC-US
381,976,17.04,3.2756,0.1996,0.7597,0.1996,ASC-US
381,977,3.215,1.7261,0.1356,0.7158,0.1356,ASC-US
381,978,3.1,1.492,0.175,0.8509,0.175,ASC-US
381,979,8.925,2.2655,0.2185,0.9013,0.2185,ASC-US
381,980,3.24,0.6877,0.8609,0.5599,0.8609,Negative for intraepithelial lesion
381,981,5.42,0.9877,0.6982,0.8862,0.6982,Negative for intraepithelial lesion
381,982,12.78,2.2734,0.3107,0.681,0.3107,Negative for intraepithelial lesion
381,983,6.205,1.6047,0.3028,0.6254,0.3028,Negative for intraepithelial lesion
381,984,6.99,1.1374,0.679,0.6589,0.679,Negative for intraepithelial lesion
380,985,13.35,4.6593,0.0773,0.4067,0.0773,ASC-US
380,986,12.01,3.7088,0.1097,0.6543,0.1097,ASC-US
380,987,4.61,0.8477,0.8062,0.6689,0.8062,Negative for intraepithelial lesion
380,988,7.475,2.0675,0.2197,0.9061,0.2197,Negative for intraepithelial lesion
379,989,42.19,2.7334,0.7096,0.684,0.7096,ASC-US
379,990,42.895,2.7441,0.7158,0.6902,0.7158,ASC-US
379,991,88.705,6.5058,0.2634,0.5004,0.2634,Negative for intraepithelial lesion
379,992,92.635,5.8187,0.3438,0.6789,0.3438,Negative for intraepithelial lesion
379,993,95.835,3.9204,0.7836,0.3722,0.7836,Negative for intraepithelial lesion
379,994,90.785,5.0524,0.4469,0.409,0.4469,Negative for intraepithelial lesion
379,995,97.485,4.2653,0.6734,0.9265,0.6734,Negative for intraepithelial lesion
379,996,87.155,4.5461,0.5299,0.6657,0.5299,Negative for intraepithelial lesion
379,997,97.96,3.9766,0.7785,0.9924,0.7785,Negative for intraepithelial lesion
379,998,96.55,4.4891,0.6021,0.6118,0.6021,Negative for intraepithelial lesion
379,999,71.235,6.0463,0.2449,0.49,0.2449,Negative for intraepithelial lesion
379,1000,76.82,6.9179,0.2017,0.7321,0.2017,Negative for intraepithelial lesion
379,1001,73.36,8.5272,0.1268,0.4156,0.1268,Negative for intraepithelial lesion
379,1002,47.045,7.1165,0.1167,0.6149,0.1167,Negative for intraepithelial lesion
379,1003,66.415,10.8911,0.0704,0.2991,0.0704,Negative for intraepithelial lesion
378,1004,40.25,3.1991,0.4942,0.6151,0.4942,ASC-US
378,1005,12.34,1.5671,0.6314,0.6402,0.6314,Negative for intraepithelial lesion
378,1006,7.52,1.2457,0.609,0.788,0.609,Negative for intraepithelial lesion
378,1007,30.71,3.5736,0.3022,0.6733,0.3022,Negative for intraepithelial lesion
378,1008,10.06,1.3174,0.7284,0.7545,0.7284,Negative for intraepithelial lesion
378,1009,7.62,1.1657,0.7047,0.7468,0.7047,Negative for intraepithelial lesion
378,1010,7.83,1.1891,0.6959,0.6464,0.6959,Negative for intraepithelial lesion
378,1011,8.0,1.1243,0.7954,0.6752,0.7954,Negative for intraepithelial lesion
378,1012,11.175,1.9158,0.3826,0.8308,0.3826,Negative for intraepithelial lesion
378,1013,11.425,1.455,0.6782,0.3761,0.6782,Negative for intraepithelial lesion
378,1014,9.22,1.9423,0.3071,0.6041,0.3071,Negative for intraepithelial lesion
378,1015,11.94,2.0408,0.3602,0.9223,0.3602,Negative for intraepithelial lesion
378,1016,8.145,2.0324,0.2478,0.8567,0.2478,Negative for intraepithelial lesion
378,1017,29.67,7.003,0.076,0.5187,0.076,Negative for intraepithelial lesion
378,1018,21.52,3.5874,0.2101,0.6712,0.2101,Negative for intraepithelial lesion
378,1019,14.355,1.653,0.6602,0.6131,0.6602,Negative for intraepithelial lesion
378,1020,7.72,1.0808,0.8304,0.3975,0.8304,Negative for intraepithelial lesion
378,1021,12.145,1.4164,0.7607,0.79,0.7607,Negative for intraepithelial lesion
378,1022,4.075,0.8418,0.7226,0.8833,0.7226,Negative for intraepithelial lesion
378,1023,6.2,0.9843,0.8042,0.6774,0.8042,Negative for intraepithelial lesion
378,1024,60.28,9.4687,0.0845,0.4013,0.0845,Negative for intraepithelial lesion
378,1025,44.12,5.5159,0.1822,0.8073,0.1822,Negative for intraepithelial lesion
378,1026,19.525,3.9609,0.1564,0.6538,0.1564,Negative for intraepithelial lesion
378,1027,49.27,5.9422,0.1753,0.6755,0.1753,Negative for intraepithelial lesion
378,1028,59.35,9.2687,0.0868,0.6235,0.0868,Negative for intraepithelial lesion
378,1029,67.915,7.0343,0.1725,0.7424,0.1725,Negative for intraepithelial lesion
378,1030,56.525,4.6629,0.3267,0.6765,0.3267,Negative for intraepithelial lesion
378,1031,19.575,3.9272,0.1595,0.6392,0.1595,Negative for intraepithelial lesion
378,1032,8.125,1.2267,0.6785,0.6722,0.6785,Negative for intraepithelial lesion
378,1033,5.64,0.9477,0.7891,0.5689,0.7891,Negative for intraepithelial lesion
378,1034,6.01,0.9925,0.7666,0.3499,0.7666,Negative for intraepithelial lesion
378,1035,49.235,3.6489,0.4647,0.6263,0.4647,Negative for intraepithelial lesion
378,1036,49.0,7.1947,0.119,0.5871,0.119,Negative for intraepithelial lesion
378,1037,47.34,7.425,0.1079,0.8906,0.1079,Negative for intraepithelial lesion
378,1038,29.285,4.574,0.1759,0.5555,0.1759,Negative for intraepithelial lesion
378,1039,10.6,2.9376,0.1544,0.8191,0.1544,Negative for intraepithelial lesion
377,1040,28.05,2.2865,0.6742,0.5877,0.6742,ASC-US
377,1041,4.92,0.9877,0.6338,0.8465,0.6338,Negative for intraepithelial lesion
377,1042,3.93,1.592,0.1949,0.5014,0.1949,Negative for intraepithelial lesion
377,1043,4.865,0.8618,0.8231,0.7589,0.8231,Negative for intraepithelial lesion
377,1044,4.785,0.8336,0.8654,0.2517,0.8654,Negative for intraepithelial lesion
377,1045,6.485,1.3198,0.4678,0.9515,0.4678,Negative for intraepithelial lesion
376,1046,21.395,5.9129,0.0769,0.7725,0.0769,ASC-US
376,1047,10.405,1.2833,0.794,0.6093,0.794,Negative for intraepithelial lesion
376,1048,3.95,0.7677,0.8422,0.6144,0.8422,Negative for intraepithelial lesion
376,1049,5.835,1.8758,0.2084,0.7021,0.2084,Negative for intraepithelial lesion
376,1050,5.835,0.9784,0.766,0.8255,0.766,Negative for intraepithelial lesion
375,1051,33.45,3.9916,0.2638,0.7018,0.2638,ASC-US
375,1052,46.86,4.9496,0.2404,0.6046,0.2404,ASC-US
375,1053,68.055,6.3837,0.2099,0.6917,0.2099,ASC-US
375,1054,67.815,4.5932,0.4039,0.7763,0.4039,ASC-US
375,1055,17.99,2.1714,0.4795,0.8534,0.4795,ASC-US
375,1056,32.58,3.1459,0.4137,0.2866,0.4137,ASC-US
375,1057,22.08,2.7494,0.3671,0.7493,0.3671,ASC-US
375,1058,80.195,6.6997,0.2245,0.5106,0.2245,ASC-US
375,1059,74.26,5.9371,0.2647,0.5891,0.2647,ASC-US
375,1060,45.9,3.9279,0.3738,0.622,0.3738,ASC-US
375,1061,15.215,2.0792,0.4423,0.5182,0.4423,ASC-US
375,1062,15.845,1.5598,0.8184,0.611,0.8184,ASC-US
375,1063,41.045,4.2975,0.2793,0.2449,0.2793,ASC-US
375,1064,42.56,6.7476,0.1175,0.7267,0.1175,ASC-US
375,1065,8.72,1.1808,0.7859,0.7329,0.7859,Negative for intraepithelial lesion
375,1066,9.2,1.234,0.7593,0.8004,0.7593,Negative for intraepithelial lesion
375,1067,9.485,1.195,0.8347,0.4994,0.8347,Negative for intraepithelial lesion
375,1068,6.135,0.9936,0.781,0.6537,0.781,Negative for intraepithelial lesion
375,1069,6.265,1.015,0.7642,0.6928,0.7642,Negative for intraepithelial lesion
375,1070,10.65,1.6188,0.5107,0.8678,0.5107,Negative for intraepithelial lesion
375,1071,24.615,3.6498,0.2322,0.4826,0.2322,Negative for intraepithelial lesion
374,1072,2.68,1.2223,0.2254,0.8581,0.2254,ASC-US
374,1073,26.015,4.0478,0.1995,0.5113,0.1995,ASC-US
374,1074,17.9,2.3017,0.4246,0.7774,0.4246,ASC-US
374,1075,8.335,4.5355,0.0509,0.6995,0.0509,ASC-US
374,1076,12.765,4.2906,0.0871,0.6047,0.0871,ASC-US
374,1077,6.665,2.9084,0.099,0.8137,0.099,ASC-US
374,1078,16.305,2.1027,0.4634,0.7886,0.4634,ASC-US
374,1079,16.305,2.1027,0.4634,0.7886,0.4634,ASC-US
374,1080,0.8,0.4697,0.4557,0.782,0.4557,ASC-US
374,1081,0.035,0.1624,0.1667,1.0,0.1667,ASC-US
374,1082,3.625,1.1267,0.3588,0.8582,0.3588,Negative for intraepithelial lesion
374,1083,9.76,1.5188,0.5317,0.9067,0.5317,Negative for intraepithelial lesion
374,1084,5.385,1.4612,0.3169,0.7141,0.3169,Negative for intraepithelial lesion
374,1085,4.445,1.1584,0.4163,0.7946,0.4163,Negative for intraepithelial lesion
374,1086,3.87,0.8794,0.6288,0.9081,0.6288,Negative for intraepithelial lesion
374,1087,3.82,1.1774,0.3463,0.6478,0.3463,Negative for intraepithelial lesion
374,1088,13.655,3.8858,0.1136,0.8453,0.1136,Negative for intraepithelial lesion
373,1089,9.685,2.1158,0.2719,0.6939,0.2719,ASC-US
373,1090,14.12,2.3699,0.3159,0.6575,0.3159,ASC-US
373,1091,24.32,6.185,0.0799,0.6761,0.0799,ASC-US
373,1092,5.54,1.0643,0.6146,0.91,0.6146,Negative for intraepithelial lesion
373,1093,5.1,0.8877,0.8133,0.6347,0.8133,Negative for intraepithelial lesion
373,1094,6.695,1.0467,0.7679,0.6953,0.7679,Negative for intraepithelial lesion
373,1095,6.15,1.0525,0.6976,0.8433,0.6976,Negative for intraepithelial lesion
373,1096,4.005,0.7736,0.8411,0.3434,0.8411,Negative for intraepithelial lesion
373,1097,6.965,1.0998,0.7236,0.4513,0.7236,Negative for intraepithelial lesion
373,1098,14.485,2.7772,0.236,0.8709,0.236,Negative for intraepithelial lesion
373,1099,6.865,1.155,0.6467,0.7755,0.6467,Negative for intraepithelial lesion
373,1100,6.235,1.0984,0.6494,0.8698,0.6494,Negative for intraepithelial lesion
373,1101,10.045,2.131,0.278,0.9331,0.278,Negative for intraepithelial lesion
373,1102,5.97,1.2257,0.4994,0.7022,0.4994,Negative for intraepithelial lesion
373,1103,5.1,0.8677,0.8512,0.3036,0.8512,Negative for intraepithelial lesion
373,1104,3.995,0.7984,0.7876,0.5845,0.7876,Negative for intraepithelial lesion
373,1105,4.465,0.877,0.7295,0.8471,0.7295,Negative for intraepithelial lesion
373,1106,15.605,2.5821,0.2941,0.8206,0.2941,Negative for intraepithelial lesion
373,1107,6.41,1.076,0.6958,0.8836,0.6958,Negative for intraepithelial lesion
373,1108,4.755,1.393,0.3079,0.7794,0.3079,Negative for intraepithelial lesion
372,1109,17.515,2.7069,0.3004,0.7727,0.3004,ASC-US
372,1110,9.94,1.9534,0.3274,0.6967,0.3274,ASC-US
372,1111,12.76,2.1699,0.3405,0.6709,0.3405,ASC-US
372,1112,29.54,3.9039,0.2436,0.7683,0.2436,ASC-US
372,1113,55.695,4.4863,0.3477,0.7299,0.3477,ASC-US
372,1114,47.32,4.3991,0.3073,0.6691,0.3073,ASC-US
372,1115,32.96,3.6079,0.3182,0.8357,0.3182,ASC-US
372,1116,6.905,1.2218,0.5812,0.9289,0.5812,Negative for intraepithelial lesion
372,1117,5.67,0.9194,0.8429,0.449,0.8429,Negative for intraepithelial lesion
372,1118,6.315,1.1198,0.6328,0.7436,0.6328,Negative for intraepithelial lesion
372,1119,9.6,1.2823,0.7337,0.766,0.7337,Negative for intraepithelial lesion
372,1120,7.535,1.3164,0.5464,0.906,0.5464,Negative for intraepithelial lesion
372,1121,4.425,0.8453,0.7783,0.7,0.7783,Negative for intraepithelial lesion
372,1122,6.845,1.0667,0.756,0.6869,0.756,Negative for intraepithelial lesion
372,1123,14.99,1.9568,0.4919,0.6545,0.4919,Negative for intraepithelial lesion
372,1124,14.99,1.9568,0.4919,0.6545,0.4919,Negative for intraepithelial lesion
372,1125,42.955,4.8312,0.2313,0.8047,0.2313,ASC-US
372,1126,40.315,3.9849,0.319,0.8503,0.319,ASC-US
372,1127,7.12,1.2271,0.5942,0.8723,0.5942,ASC-US
372,1128,31.47,4.8536,0.1679,0.7312,0.1679,Negative for intraepithelial lesion
372,1129,30.095,3.7332,0.2714,0.8902,0.2714,Negative for intraepithelial lesion
372,1130,21.515,5.0609,0.1056,0.7042,0.1056,Negative for intraepithelial lesion
372,1131,42.78,4.3019,0.2905,0.8075,0.2905,Negative for intraepithelial lesion
372,1132,36.79,3.8336,0.3146,0.7042,0.3146,Negative for intraepithelial lesion
372,1133,25.22,4.5985,0.1499,0.7125,0.1499,Negative for intraepithelial lesion
371,1134,97.98,3.9883,0.7741,0.971,0.7741,LSIL
371,1135,24.995,4.5492,0.1518,0.7393,0.1518,Negative for intraepithelial lesion
371,1136,26.015,4.8989,0.1362,0.7149,0.1362,Negative for intraepithelial lesion
371,1137,34.76,6.3413,0.1086,0.7364,0.1086,Negative for intraepithelial lesion
371,1138,70.885,7.7197,0.1495,0.5676,0.1495,Negative for intraepithelial lesion
371,1139,16.555,2.3075,0.3907,0.5215,0.3907,Negative for intraepithelial lesion
371,1140,5.71,0.9525,0.7908,0.7646,0.7908,Negative for intraepithelial lesion
371,1141,7.84,1.1408,0.757,0.6293,0.757,Negative for intraepithelial lesion
371,1142,5.455,2.0427,0.1643,0.9758,0.1643,Negative for intraepithelial lesion
371,1143,82.045,5.6795,0.3196,0.6136,0.3196,Negative for intraepithelial lesion
371,1144,81.6,8.1181,0.1556,0.6182,0.1556,Negative for intraepithelial lesion
371,1145,97.04,4.3443,0.6461,0.6958,0.6461,Negative for intraepithelial lesion
371,1146,57.02,5.1308,0.2722,0.6716,0.2722,Negative for intraepithelial lesion
371,1147,4.915,1.7447,0.2029,0.7994,0.2029,Negative for intraepithelial lesion
371,1148,31.575,5.574,0.1277,0.8873,0.1277,Negative for intraepithelial lesion
371,1149,39.315,5.5803,0.1587,0.7273,0.1587,Negative for intraepithelial lesion
371,1150,49.605,5.2312,0.2278,0.668,0.2278,Negative for intraepithelial lesion
371,1151,4.6,0.8525,0.7953,0.517,0.7953,Negative for intraepithelial lesion
371,1152,6.505,1.9958,0.2052,0.3391,0.2052,Negative for intraepithelial lesion
371,1153,4.98,0.9974,0.6291,0.4733,0.6291,Negative for intraepithelial lesion
371,1154,56.66,6.273,0.1809,0.7748,0.1809,Negative for intraepithelial lesion
371,1155,90.19,4.7071,0.5115,0.8482,0.5115,Negative for intraepithelial lesion
371,1156,13.19,4.1522,0.0961,0.9722,0.0961,Negative for intraepithelial lesion
371,1157,16.575,2.8587,0.2549,0.9296,0.2549,Negative for intraepithelial lesion
371,1158,15.14,2.6382,0.2733,0.9173,0.2733,Negative for intraepithelial lesion
371,1159,6.33,0.9443,0.8921,0.2909,0.8921,Negative for intraepithelial lesion
371,1160,17.875,3.3463,0.2006,0.617,0.2006,Negative for intraepithelial lesion
371,1161,23.785,2.9744,0.3378,0.8964,0.3378,Negative for intraepithelial lesion
371,1162,7.195,1.2467,0.5817,0.8912,0.5817,Negative for intraepithelial lesion
371,1163,13.84,3.7888,0.1212,0.7733,0.1212,Negative for intraepithelial lesion
371,1164,27.62,4.9579,0.1412,0.6352,0.1412,Negative for intraepithelial lesion
371,1165,45.6,5.749,0.1734,0.7764,0.1734,Negative for intraepithelial lesion
371,1166,77.175,6.4755,0.2313,0.792,0.2313,Negative for intraepithelial lesion
371,1167,49.51,6.7353,0.1371,0.4622,0.1371,Negative for intraepithelial lesion
371,1168,58.515,6.7383,0.1619,0.6624,0.1619,Negative for intraepithelial lesion
371,1169,62.605,4.4441,0.3983,0.544,0.3983,Negative for intraepithelial lesion
371,1170,82.28,4.6294,0.4825,0.6802,0.4825,Negative for intraepithelial lesion
371,1171,90.175,4.9055,0.4709,0.2019,0.4709,Negative for intraepithelial lesion
371,1172,95.515,5.0461,0.4714,0.9156,0.4714,Negative for intraepithelial lesion
371,1173,8.23,3.0576,0.1106,0.6937,0.1106,Negative for intraepithelial lesion
371,1174,34.015,6.8157,0.092,0.4142,0.092,Negative for intraepithelial lesion
371,1175,55.62,10.9723,0.0581,0.6632,0.0581,Negative for intraepithelial lesion
371,1176,60.58,6.7316,0.168,0.5409,0.168,Negative for intraepithelial lesion
371,1177,83.55,4.4134,0.539,0.836,0.539,Negative for intraepithelial lesion
371,1178,91.515,4.0101,0.7151,0.4489,0.7151,Negative for intraepithelial lesion
371,1179,68.83,4.5588,0.4162,0.7733,0.4162,Negative for intraepithelial lesion
371,1180,90.615,5.4572,0.3824,0.8114,0.3824,Negative for intraepithelial lesion
371,1181,94.34,4.754,0.5246,0.6583,0.5246,Negative for intraepithelial lesion
371,1182,69.945,9.162,0.1047,0.2903,0.1047,Negative for intraepithelial lesion
371,1183,13.48,3.0611,0.1808,0.7671,0.1808,Negative for intraepithelial lesion
371,1184,17.995,5.6086,0.0719,0.7858,0.0719,Negative for intraepithelial lesion
371,1185,57.3,7.1187,0.1421,0.758,0.1421,Negative for intraepithelial lesion
371,1186,97.42,4.0146,0.7596,0.85,0.7596,Negative for intraepithelial lesion
371,1187,84.495,5.0495,0.4164,0.6498,0.4164,Negative for intraepithelial lesion
371,1188,94.44,4.1525,0.6882,0.581,0.6882,Negative for intraepithelial lesion
371,1189,86.805,5.4387,0.3688,0.3271,0.3688,Negative for intraepithelial lesion
371,1190,18.295,4.7755,0.1008,0.5846,0.1008,Negative for intraepithelial lesion
371,1191,14.675,3.3615,0.1632,0.8161,0.1632,Negative for intraepithelial lesion
371,1192,7.34,1.0574,0.8249,0.695,0.8249,Negative for intraepithelial lesion
371,1193,71.425,8.1709,0.1344,0.2214,0.1344,Negative for intraepithelial lesion
371,1194,71.415,5.2366,0.3273,0.614,0.3273,Negative for intraepithelial lesion
371,1195,83.16,3.66,0.7801,-1.0,0.7801,Negative for intraepithelial lesion
371,1196,89.715,6.3615,0.2786,0.7385,0.2786,Negative for intraepithelial lesion
371,1197,94.285,4.853,0.5031,0.5238,0.5031,Negative for intraepithelial lesion
371,1198,80.99,7.7422,0.1698,0.4562,0.1698,Negative for intraepithelial lesion
371,1199,80.82,5.2742,0.3651,0.5785,0.3651,Negative for intraepithelial lesion
371,1200,60.48,7.8767,0.1225,0.8137,0.1225,Negative for intraepithelial lesion
371,1201,67.24,5.5522,0.2741,0.8451,0.2741,Negative for intraepithelial lesion
371,1202,53.565,4.8146,0.2904,0.9055,0.2904,Negative for intraepithelial lesion
371,1203,38.2,7.8878,0.0772,0.3801,0.0772,Negative for intraepithelial lesion
371,1204,21.43,5.0193,0.1069,0.8169,0.1069,Negative for intraepithelial lesion
371,1205,34.76,6.865,0.0927,0.7317,0.0927,Negative for intraepithelial lesion
371,1206,57.66,8.4844,0.1007,0.6409,0.1007,Negative for intraepithelial lesion
371,1207,71.26,7.4656,0.1607,0.6353,0.1607,Negative for intraepithelial lesion
371,1208,81.745,6.8189,0.2209,0.5259,0.2209,Negative for intraepithelial lesion
371,1209,63.54,7.645,0.1366,0.2711,0.1366,Negative for intraepithelial lesion
371,1210,33.485,3.4704,0.3494,0.8727,0.3494,Negative for intraepithelial lesion
